"PolNum";"CalYear";"Gender";"Type";"Category";"Occupation";"Age";"Group1";"Bonus";"Poldur";"Value";"Adind";"SubGroup2";"Group2";"Density"
"27484";200363601;2011;"Male";"D";"Small";"Housewife";32;10;30;3;4325;1;"R18";"R";284.1301175
"27485";200363602;2011;"Male";"A";"Small";"Housewife";22;2;-10;0;14150;0;"R21";"R";275.2822626
"27486";200363604;2011;"Female";"A";"Medium";"Unemployed";27;15;-30;0;20830;0;"S21";"S";14.37714238
"27487";200363605;2011;"Male";"B";"Large";"Retired";70;11;70;13;27370;1;"N17";"N";137.8151761
"27488";200363606;2011;"Male";"B";"Medium";"Unemployed";31;7;-40;4;4870;1;"N19";"N";51.33277755
"27489";200363607;2011;"Male";"A";"Small";"Employed";52;17;-50;4;23175;1;"T22";"T";31.98800317
"27490";200363609;2011;"Male";"C";"Small";"Employed";18;14;0;9;14610;0;"L23";"L";63.15287215
"27491";200363611;2011;"Female";"A";"Medium";"Self-employed";41;20;-40;2;7800;0;"S18";"S";32.15775954
"27492";200363612;2011;"Male";"A";"Large";"Retired";67;14;-50;14;26135;0;"M1";"M";107.8170529
"27493";200363613;2011;"Female";"A";"Small";"Unemployed";40;19;-40;9;24210;1;"N15";"N";113.2248348
"27494";200363614;2011;"Female";"C";"Medium";"Employed";41;12;20;2;21540;1;"Q52";"Q";168.6499611
"27495";200363615;2011;"Male";"C";"Small";"Retired";55;13;-50;1;8545;0;"Q65";"Q";77.73738533
"27496";200363616;2011;"Male";"A";"Medium";"Employed";47;6;-40;3;14155;1;"Q42";"Q";148.4945135
"27497";200363617;2011;"Female";"C";"Large";"Employed";35;8;-50;5;9845;0;"O21";"O";37.74768396
"27498";200363618;2011;"Female";"B";"Medium";"Housewife";22;19;20;9;21220;0;"R11";"R";259.0040603
"27499";200363619;2011;"Male";"D";"Medium";"Employed";54;19;100;8;2830;1;"Q36";"Q";206.2302755
"27500";200363620;2011;"Female";"B";"Large";"Self-employed";35;15;-50;7;19045;1;"L45";"L";62.72127383
"27501";200363621;2011;"Male";"A";"Small";"Retired";56;11;80;5;18340;1;"L47";"L";66.76541883
"27502";200363622;2011;"Male";"C";"Small";"Self-employed";18;19;0;1;39440;0;"T16";"T";56.04309848
"27503";200363623;2011;"Female";"D";"Small";"Employed";18;1;0;2;6735;0;"L18";"L";58.91132801
"27504";200363624;2011;"Male";"A";"Medium";"Self-employed";18;17;0;1;29920;0;"N16";"N";47.98269849
"27505";200363627;2011;"Female";"A";"Medium";"Self-employed";37;8;-50;4;13720;1;"L10";"L";61.56398846
"27506";200363628;2011;"Male";"F";"Small";"Employed";44;16;50;1;22725;0;"L34";"L";68.39045202
"27507";200363629;2011;"Male";"C";"Medium";"Self-employed";19;9;-10;1;23455;1;"L85";"L";61.51657295
"27508";200363631;2011;"Male";"E";"Small";"Unemployed";28;11;150;10;25785;0;"Q55";"Q";126.1401885
"27509";200363632;2011;"Male";"D";"Medium";"Housewife";39;19;110;12;11680;0;"R47";"R";249.7835716
"27510";200363633;2011;"Male";"B";"Medium";"Employed";24;15;20;8;11135;0;"U18";"U";99.17167477
"27511";200363636;2011;"Male";"E";"Medium";"Unemployed";47;13;-30;5;5470;1;"R20";"R";290.1327193
"27512";200363637;2011;"Female";"A";"Large";"Employed";54;20;-30;7;11285;0;"Q58";"Q";129.3156084
"27513";200363638;2011;"Male";"D";"Medium";"Self-employed";50;9;60;3;3435;1;"N22";"N";100.833778
"27514";200363639;2011;"Male";"A";"Medium";"Unemployed";23;14;0;1;27860;0;"Q11";"Q";73.18307109
"27515";200363642;2011;"Female";"A";"Medium";"Self-employed";25;8;-20;13;8005;0;"Q23";"Q";205.4307964
"27516";200363643;2011;"Female";"A";"Small";"Unemployed";28;11;150;3;16175;1;"R23";"R";282.3344767
"27517";200363644;2011;"Male";"B";"Small";"Retired";62;15;50;7;32530;1;"U10";"U";137.8873343
"27518";200363646;2011;"Male";"B";"Small";"Housewife";20;8;20;1;36590;0;"M5";"M";162.666477
"27519";200363647;2011;"Male";"E";"Small";"Self-employed";27;12;30;0;26750;0;"N8";"N";106.5583041
"27520";200363648;2011;"Female";"B";"Large";"Housewife";55;13;-20;6;10080;0;"N11";"N";88.89623143
"27521";200363649;2011;"Male";"D";"Medium";"Employed";42;7;130;1;15710;1;"R16";"R";293.5560359
"27522";200363650;2011;"Male";"B";"Medium";"Employed";50;11;-20;4;9900;1;"P30";"P";23.12027888
"27523";200363651;2011;"Female";"D";"Medium";"Retired";74;14;-50;6;2665;1;"Q6";"Q";70.86106124
"27524";200363653;2011;"Female";"C";"Medium";"Self-employed";19;4;20;1;29690;0;"T22";"T";31.98800317
"27525";200363656;2011;"Male";"B";"Large";"Unemployed";31;4;120;0;9600;0;"L115";"L";57.7002938
"27526";200363657;2011;"Male";"D";"Small";"Self-employed";20;14;-10;1;11840;0;"L58";"L";64.53563007
"27527";200363659;2011;"Female";"B";"Small";"Unemployed";23;16;-40;0;16335;0;"R10";"R";249.8117276
"27528";200363662;2011;"Female";"B";"Small";"Housewife";19;10;0;2;13130;1;"S5";"S";24.84670738
"27529";200363663;2011;"Male";"B";"Large";"Unemployed";40;11;30;5;9110;0;"M4";"M";190.0515645
"27530";200363664;2011;"Male";"A";"Small";"Unemployed";21;5;0;3;27625;1;"U7";"U";103.9493988
"27531";200363665;2011;"Female";"B";"Small";"Self-employed";37;10;-50;15;6440;1;"L116";"L";100.3048589
"27532";200363666;2011;"Male";"F";"Medium";"Employed";51;16;-50;14;9365;0;"Q37";"Q";148.5612071
"27533";200363668;2011;"Female";"F";"Small";"Employed";36;19;-40;0;27340;1;"L9";"L";51.09148195
"27534";200363669;2011;"Male";"B";"Medium";"Housewife";74;8;-40;9;8605;1;"L134";"L";49.53391432
"27535";200363670;2011;"Male";"A";"Small";"Employed";50;19;-50;1;37065;1;"L24";"L";63.50810856
"27536";200363672;2011;"Male";"A";"Medium";"Retired";70;11;-50;9;5855;0;"Q3";"Q";110.9836779
"27537";200363673;2011;"Male";"D";"Large";"Employed";54;8;-20;9;3450;1;"L46";"L";72.01288299
"27538";200363674;2011;"Male";"A";"Medium";"Self-employed";47;4;-50;4;5905;1;"L77";"L";71.51212062
"27539";200363675;2011;"Male";"C";"Large";"Self-employed";45;19;-30;1;10410;1;"L15";"L";54.19066433
"27540";200363676;2011;"Male";"B";"Medium";"Unemployed";19;8;0;2;9075;0;"Q48";"Q";186.6850127
"27541";200363677;2011;"Male";"C";"Small";"Employed";52;5;-20;14;22345;1;"Q24";"Q";222.735365
"27542";200363678;2011;"Male";"E";"Large";"Employed";33;14;0;8;14070;0;"R20";"R";290.1327193
"27543";200363680;2011;"Male";"C";"Large";"Employed";34;14;50;7;43880;1;"Q45";"Q";98.10372854
"27544";200363682;2011;"Male";"E";"Large";"Retired";62;11;-50;0;15060;1;"T15";"T";25.28528423
"27545";200363683;2011;"Male";"B";"Medium";"Employed";28;5;80;6;17710;0;"L113";"L";55.96459579
"27546";200363684;2011;"Female";"C";"Medium";"Self-employed";44;9;-50;7;15730;0;"L118";"L";28.49395606
"27547";200363685;2011;"Male";"B";"Medium";"Employed";21;9;0;12;5005;0;"R13";"R";248.5121203
"27548";200363688;2011;"Female";"B";"Small";"Employed";27;8;50;1;9990;1;"Q47";"Q";208.6667182
"27549";200363689;2011;"Male";"C";"Small";"Self-employed";45;8;-50;2;8455;1;"O18";"O";31.60978775
"27550";200363691;2011;"Female";"D";"Large";"Self-employed";37;15;-20;9;9060;0;"Q26";"Q";237.675525
"27551";200363692;2011;"Male";"D";"Medium";"Employed";60;10;-50;0;13865;1;"R26";"R";295.7970919
"27552";200363696;2011;"Female";"D";"Small";"Unemployed";24;16;10;6;24250;0;"N11";"N";88.89623143
"27553";200363697;2011;"Female";"D";"Medium";"Employed";43;4;-50;1;14035;1;"L35";"L";61.69063654
"27554";200363698;2011;"Male";"B";"Small";"Housewife";19;7;20;1;7365;0;"L44";"L";65.3447011
"27555";200363699;2011;"Female";"A";"Large";"Employed";34;9;30;0;7285;1;"L111";"L";90.21472555
"27556";200363700;2011;"Male";"A";"Large";"Employed";28;9;-20;3;10355;0;"L110";"L";83.90453994
"27557";200363701;2011;"Male";"B";"Small";"Employed";70;15;-30;15;16905;1;"Q51";"Q";141.4896565
"27558";200363703;2011;"Female";"A";"Large";"Unemployed";34;10;-30;2;2370;1;"N2";"N";59.8409496
"27559";200363704;2011;"Male";"C";"Small";"Housewife";36;13;110;5;9155;0;"Q16";"Q";207.1446249
"27560";200363705;2011;"Male";"D";"Large";"Self-employed";41;10;80;8;22785;1;"P31";"P";33.27619903
"27561";200363706;2011;"Male";"B";"Medium";"Housewife";21;12;-20;4;4185;0;"R26";"R";295.7970919
"27562";200363707;2011;"Female";"F";"Small";"Housewife";27;10;30;0;9745;1;"L23";"L";63.15287215
"27563";200363708;2011;"Female";"F";"Large";"Employed";50;8;100;8;4510;0;"L50";"L";84.06770437
"27564";200363709;2011;"Female";"B";"Small";"Unemployed";37;10;-50;14;28855;0;"N18";"N";103.2132915
"27565";200363710;2011;"Female";"C";"Small";"Housewife";26;16;-20;0;28265;0;"Q37";"Q";148.5612071
"27566";200363711;2011;"Female";"B";"Large";"Housewife";43;18;-30;5;8325;1;"L89";"L";64.12305444
"27567";200363713;2011;"Male";"B";"Large";"Self-employed";64;10;50;6;20270;0;"S41";"S";24.03270395
"27568";200363714;2011;"Male";"A";"Small";"Housewife";31;7;-50;0;6030;0;"L10";"L";61.56398846
"27569";200363715;2011;"Male";"D";"Large";"Self-employed";25;18;-30;6;19295;0;"P30";"P";23.12027888
"27570";200363716;2011;"Female";"F";"Medium";"Employed";33;15;20;8;13925;0;"L28";"L";68.77710211
"27571";200363717;2011;"Male";"D";"Medium";"Unemployed";19;3;-10;0;5100;0;"L46";"L";72.01288299
"27572";200363718;2011;"Female";"A";"Medium";"Employed";32;10;-20;1;23115;1;"U18";"U";99.17167477
"27573";200363720;2011;"Female";"B";"Medium";"Employed";19;10;0;0;20545;0;"T14";"T";20.85122582
"27574";200363722;2011;"Male";"E";"Large";"Self-employed";39;6;-30;1;8820;1;"P35";"P";40.08261306
"27575";200363723;2011;"Male";"A";"Small";"Housewife";26;11;70;2;26630;1;"O38";"O";39.55041059
"27576";200363724;2011;"Male";"A";"Large";"Retired";61;5;-50;0;43195;1;"L33";"L";50.40601234
"27577";200363725;2011;"Female";"A";"Medium";"Unemployed";43;2;-30;0;19675;1;"L52";"L";73.25249905
"27578";200363726;2011;"Male";"B";"Medium";"Housewife";43;10;-50;1;7265;1;"T16";"T";56.04309848
"27579";200363727;2011;"Male";"D";"Large";"Unemployed";35;10;-40;12;10770;0;"L100";"L";60.86038525
"27580";200363728;2011;"Male";"A";"Medium";"Unemployed";25;3;-40;0;5035;0;"T4";"T";23.97168003
"27581";200363729;2011;"Male";"B";"Medium";"Self-employed";25;15;0;5;22575;0;"N26";"N";33.65195213
"27582";200363732;2011;"Male";"E";"Large";"Housewife";58;18;-40;4;16855;1;"L92";"L";73.85052034
"27583";200363734;2011;"Male";"B";"Large";"Unemployed";47;14;130;12;44580;1;"L84";"L";129.6779531
"27584";200363735;2011;"Male";"B";"Small";"Retired";71;13;-30;14;16625;0;"S34";"S";29.94861261
"27585";200363737;2011;"Male";"F";"Large";"Self-employed";27;9;-50;4;6460;0;"T9";"T";31.09742125
"27586";200363739;2011;"Female";"C";"Small";"Self-employed";31;9;-50;3;18675;1;"N8";"N";106.5583041
"27587";200363741;2011;"Male";"B";"Medium";"Employed";37;10;-20;6;21115;0;"L134";"L";49.53391432
"27588";200363742;2011;"Male";"D";"Medium";"Employed";45;8;0;8;15200;1;"N8";"N";106.5583041
"27589";200363743;2011;"Female";"A";"Small";"Unemployed";20;3;10;6;19035;0;"M20";"M";148.9956325
"27590";200363744;2011;"Female";"D";"Small";"Employed";37;15;20;9;42970;0;"R6";"R";236.3993842
"27591";200363745;2011;"Male";"B";"Large";"Housewife";52;7;-50;4;26350;0;"O17";"O";24.11879116
"27592";200363746;2011;"Female";"A";"Medium";"Retired";47;12;-40;2;44130;1;"Q28";"Q";169.5291484
"27593";200363747;2011;"Male";"C";"Medium";"Housewife";21;18;-20;9;33395;0;"Q20";"Q";181.4165594
"27594";200363748;2011;"Female";"B";"Small";"Employed";28;12;-10;15;11585;1;"R48";"R";238.240414
"27595";200363749;2011;"Female";"A";"Large";"Employed";59;7;-50;5;14750;1;"S39";"S";23.58652635
"27596";200363750;2011;"Male";"A";"Large";"Retired";66;14;-50;12;17000;0;"L112";"L";66.06668352
"27597";200363752;2011;"Female";"D";"Large";"Employed";41;13;-30;0;17640;1;"M17";"M";201.6569069
"27598";200363753;2011;"Male";"C";"Medium";"Retired";64;16;-30;1;14185;1;"Q65";"Q";77.73738533
"27599";200363754;2011;"Female";"F";"Large";"Retired";68;11;-50;0;18065;1;"Q16";"Q";207.1446249
"27600";200363755;2011;"Female";"F";"Small";"Unemployed";26;14;-40;0;39420;1;"L37";"L";76.50537468
"27601";200363756;2011;"Male";"A";"Small";"Employed";41;14;-30;11;22200;1;"L15";"L";54.19066433
"27602";200363757;2011;"Male";"A";"Medium";"Employed";30;8;-50;1;23195;0;"Q13";"Q";166.5549379
"27603";200363758;2011;"Female";"D";"Small";"Employed";23;7;-10;2;6290;0;"R38";"R";284.2162652
"27604";200363759;2011;"Male";"D";"Large";"Employed";31;9;30;1;6625;1;"S9";"S";31.84882285
"27605";200363760;2011;"Female";"B";"Small";"Housewife";37;19;-40;12;23060;1;"Q56";"Q";114.1467007
"27606";200363761;2011;"Male";"B";"Large";"Retired";63;7;-30;10;10725;1;"S15";"S";32.26996388
"27607";200363762;2011;"Male";"A";"Medium";"Self-employed";36;10;-30;4;21550;0;"R18";"R";284.1301175
"27608";200363763;2011;"Female";"D";"Small";"Housewife";22;11;0;1;22005;0;"Q37";"Q";148.5612071
"27609";200363764;2011;"Male";"B";"Medium";"Housewife";29;6;-50;4;9095;0;"S16";"S";36.54775004
"27610";200363765;2011;"Female";"C";"Medium";"Housewife";38;9;-40;15;21080;0;"L53";"L";66.12046108
"27611";200363766;2011;"Male";"A";"Large";"Unemployed";18;5;0;9;11490;0;"L96";"L";45.66982293
"27612";200363767;2011;"Male";"A";"Small";"Employed";42;14;10;5;12325;1;"Q62";"Q";91.45292269
"27613";200363768;2011;"Male";"B";"Large";"Self-employed";59;11;60;5;9220;0;"Q28";"Q";169.5291484
"27614";200363770;2011;"Male";"E";"Medium";"Housewife";40;7;-30;4;20390;1;"R27";"R";250.8413259
"27615";200363771;2011;"Male";"E";"Medium";"Employed";36;13;-30;2;17955;1;"R33";"R";297.3851697
"27616";200363773;2011;"Female";"F";"Small";"Self-employed";49;20;110;2;45185;0;"L49";"L";69.70102973
"27617";200363774;2011;"Male";"B";"Large";"Housewife";54;9;-50;2;10520;1;"Q9";"Q";139.637282
"27618";200363775;2011;"Female";"D";"Large";"Self-employed";50;4;-40;0;14080;1;"P9";"P";37.83728202
"27619";200363776;2011;"Male";"C";"Small";"Self-employed";36;12;130;5;2285;0;"R10";"R";249.8117276
"27620";200363777;2011;"Male";"D";"Medium";"Unemployed";30;17;-10;4;26900;0;"L7";"L";55.29380019
"27621";200363778;2011;"Female";"D";"Small";"Employed";37;6;-30;2;24040;0;"L107";"L";64.32860507
"27622";200363779;2011;"Male";"C";"Medium";"Employed";46;10;10;5;19390;1;"O22";"O";32.18545326
"27623";200363780;2011;"Female";"B";"Medium";"Employed";31;12;-50;14;34995;1;"R19";"R";272.9669948
"27624";200363782;2011;"Male";"B";"Medium";"Employed";67;7;-10;15;13050;1;"U18";"U";99.17167477
"27625";200363783;2011;"Female";"E";"Small";"Unemployed";25;16;0;4;8450;0;"Q62";"Q";91.45292269
"27626";200363784;2011;"Male";"A";"Large";"Unemployed";67;17;70;7;25535;1;"Q64";"Q";132.7922667
"27627";200363785;2011;"Female";"A";"Small";"Employed";30;11;-50;9;34105;0;"N1";"N";43.18966881
"27628";200363786;2011;"Male";"F";"Medium";"Employed";41;10;10;6;29125;1;"U5";"U";46.84863153
"27629";200363788;2011;"Male";"D";"Small";"Housewife";47;1;-50;10;18590;0;"Q30";"Q";222.2151274
"27630";200363789;2011;"Female";"B";"Small";"Housewife";43;20;-30;0;10605;1;"Q18";"Q";211.8309492
"27631";200363790;2011;"Male";"B";"Medium";"Employed";23;11;0;0;2350;0;"N21";"N";71.18027901
"27632";200363791;2011;"Female";"C";"Medium";"Housewife";32;11;80;7;24045;1;"L127";"L";66.65715225
"27633";200363795;2011;"Female";"B";"Medium";"Housewife";42;8;0;5;9330;0;"Q10";"Q";169.7885554
"27634";200363796;2011;"Female";"A";"Small";"Housewife";37;4;150;1;25675;0;"P14";"P";30.62119248
"27635";200363797;2011;"Female";"A";"Large";"Unemployed";40;7;150;3;20845;1;"P34";"P";47.5930722
"27636";200363798;2011;"Male";"B";"Large";"Unemployed";23;12;0;8;8505;1;"S23";"S";15.70531045
"27637";200363801;2011;"Male";"D";"Small";"Housewife";35;4;40;2;18380;1;"L97";"L";63.82886936
"27638";200363803;2011;"Female";"E";"Large";"Retired";54;20;-50;1;13855;1;"R12";"R";260.3601885
"27639";200363804;2011;"Female";"B";"Large";"Unemployed";53;14;-30;9;23945;1;"R14";"R";275.0923407
"27640";200363805;2011;"Female";"D";"Medium";"Employed";25;19;10;7;22500;1;"R21";"R";275.2822626
"27641";200363806;2011;"Female";"B";"Medium";"Employed";30;8;-40;13;8035;0;"R29";"R";291.3194903
"27642";200363808;2011;"Female";"D";"Large";"Self-employed";43;13;-50;9;8570;1;"O31";"O";35.43401501
"27643";200363810;2011;"Male";"A";"Large";"Unemployed";24;19;-40;5;19345;1;"U12";"U";54.93181221
"27644";200363812;2011;"Male";"B";"Medium";"Housewife";26;5;120;13;12765;1;"Q10";"Q";169.7885554
"27645";200363813;2011;"Male";"C";"Medium";"Unemployed";38;13;-10;13;13025;1;"M1";"M";107.8170529
"27646";200363814;2011;"Male";"B";"Medium";"Housewife";37;16;-50;1;26965;0;"L22";"L";53.43201088
"27647";200363815;2011;"Male";"A";"Medium";"Employed";35;5;-50;2;18750;0;"U6";"U";76.98652096
"27648";200363816;2011;"Male";"D";"Small";"Employed";27;6;40;1;6585;1;"L71";"L";120.7793723
"27649";200363817;2011;"Female";"D";"Medium";"Housewife";38;17;-50;12;16570;0;"T6";"T";32.4149606
"27650";200363818;2011;"Female";"F";"Small";"Unemployed";23;18;0;12;17380;0;"L101";"L";70.06509679
"27651";200363819;2011;"Male";"F";"Small";"Self-employed";29;11;-50;3;7560;0;"Q14";"Q";160.3435748
"27652";200363821;2011;"Male";"E";"Medium";"Employed";60;13;-50;2;10290;1;"Q45";"Q";98.10372854
"27653";200363822;2011;"Male";"A";"Small";"Employed";23;16;30;12;16260;1;"Q24";"Q";222.735365
"27654";200363823;2011;"Female";"B";"Small";"Unemployed";28;3;-50;3;4550;0;"Q21";"Q";201.3918071
"27655";200363824;2011;"Female";"C";"Small";"Employed";28;11;0;1;25350;1;"T27";"T";17.999002
"27656";200363829;2011;"Male";"E";"Medium";"Self-employed";41;17;-50;14;22530;1;"Q48";"Q";186.6850127
"27657";200363830;2011;"Female";"D";"Small";"Unemployed";41;7;-50;2;8935;1;"Q38";"Q";161.4389472
"27658";200363832;2011;"Female";"C";"Large";"Retired";69;6;10;3;18990;1;"L61";"L";65.78489891
"27659";200363834;2011;"Male";"F";"Medium";"Self-employed";33;11;30;7;3135;0;"L85";"L";61.51657295
"27660";200363835;2011;"Female";"A";"Small";"Employed";22;1;10;1;23330;1;"R47";"R";249.7835716
"27661";200363837;2011;"Male";"B";"Medium";"Self-employed";45;8;30;7;9595;1;"L14";"L";71.78834285
"27662";200363838;2011;"Male";"D";"Small";"Self-employed";29;1;-30;6;4285;0;"O28";"O";29.1257717
"27663";200363839;2011;"Female";"A";"Medium";"Employed";19;11;40;14;25350;0;"U6";"U";76.98652096
"27664";200363840;2011;"Female";"B";"Small";"Employed";45;13;-50;3;13665;1;"R40";"R";284.9991194
"27665";200363841;2011;"Male";"B";"Medium";"Retired";62;18;-50;9;29945;0;"O37";"O";30.5989837
"27666";200363842;2011;"Male";"E";"Large";"Employed";38;11;-30;0;5230;1;"Q24";"Q";222.735365
"27667";200363843;2011;"Female";"D";"Medium";"Retired";51;10;-40;6;7435;1;"L20";"L";69.88926519
"27668";200363844;2011;"Female";"B";"Large";"Housewife";49;16;50;0;12730;1;"L32";"L";59.11189493
"27669";200363846;2011;"Male";"A";"Medium";"Housewife";21;18;0;3;23260;0;"L90";"L";92.10692821
"27670";200363847;2011;"Male";"B";"Medium";"Self-employed";19;1;0;2;8340;0;"O25";"O";38.35953437
"27671";200363850;2011;"Male";"A";"Medium";"Unemployed";26;9;-20;4;27340;0;"Q13";"Q";166.5549379
"27672";200363851;2011;"Male";"F";"Small";"Housewife";44;1;90;4;47465;0;"L107";"L";64.32860507
"27673";200363852;2011;"Male";"A";"Large";"Self-employed";40;12;-20;5;43305;1;"R22";"R";270.4632326
"27674";200363853;2011;"Female";"C";"Medium";"Housewife";45;8;120;9;15450;1;"L110";"L";83.90453994
"27675";200363854;2011;"Female";"C";"Medium";"Housewife";33;9;-30;5;40190;0;"L113";"L";55.96459579
"27676";200363855;2011;"Female";"B";"Medium";"Employed";19;6;0;2;10735;0;"P12";"P";36.54260314
"27677";200363856;2011;"Female";"C";"Medium";"Employed";48;4;-30;9;14550;1;"R22";"R";270.4632326
"27678";200363859;2011;"Female";"B";"Large";"Housewife";49;17;-40;0;7645;0;"L60";"L";63.17028387
"27679";200363860;2011;"Male";"B";"Large";"Retired";71;11;-50;11;9815;1;"P14";"P";30.62119248
"27680";200363862;2011;"Male";"D";"Large";"Employed";43;17;-40;13;43145;0;"L73";"L";68.85387998
"27681";200363863;2011;"Female";"B";"Medium";"Employed";45;13;20;5;18710;1;"U7";"U";103.9493988
"27682";200363864;2011;"Female";"B";"Large";"Employed";41;8;10;15;10605;0;"R20";"R";290.1327193
"27683";200363865;2011;"Female";"C";"Small";"Housewife";39;14;-30;13;19280;1;"R1";"R";222.711392
"27684";200363867;2011;"Female";"C";"Medium";"Employed";44;9;-50;0;7890;1;"L79";"L";56.11415278
"27685";200363868;2011;"Male";"B";"Large";"Retired";75;18;100;10;29745;0;"P25";"P";31.88091224
"27686";200363869;2011;"Male";"B";"Medium";"Unemployed";42;13;-20;10;4005;0;"L61";"L";65.78489891
"27687";200363871;2011;"Female";"B";"Small";"Self-employed";53;14;60;11;24900;1;"Q32";"Q";148.3685156
"27688";200363872;2011;"Female";"B";"Medium";"Employed";19;13;0;14;15755;1;"Q3";"Q";110.9836779
"27689";200363873;2011;"Male";"D";"Large";"Employed";37;18;60;4;24265;1;"R16";"R";293.5560359
"27690";200363875;2011;"Female";"B";"Medium";"Self-employed";47;12;-40;2;14690;1;"R32";"R";232.9029787
"27691";200363876;2011;"Female";"C";"Large";"Employed";30;12;-50;3;7470;0;"L22";"L";53.43201088
"27692";200363877;2011;"Male";"C";"Medium";"Housewife";73;15;-30;3;1970;1;"O1";"O";36.25444122
"27693";200363880;2011;"Female";"D";"Small";"Retired";65;4;70;12;1450;1;"Q66";"Q";99.43621052
"27694";200363881;2011;"Male";"B";"Small";"Employed";22;18;10;3;14540;1;"P3";"P";34.88186234
"27695";200363882;2011;"Female";"A";"Medium";"Self-employed";53;12;-30;0;20400;0;"M6";"M";103.4727356
"27696";200363883;2011;"Female";"B";"Medium";"Retired";64;13;-50;0;2740;0;"T18";"T";32.2125563
"27697";200363884;2011;"Male";"A";"Small";"Self-employed";31;9;-30;2;7085;0;"Q54";"Q";124.2334338
"27698";200363885;2011;"Female";"E";"Medium";"Self-employed";45;12;-50;5;3030;1;"R50";"R";223.3475567
"27699";200363886;2011;"Male";"A";"Small";"Self-employed";30;6;20;15;6160;1;"P10";"P";29.43246223
"27700";200363887;2011;"Male";"C";"Medium";"Unemployed";23;9;-20;4;14615;0;"S20";"S";34.15043101
"27701";200363888;2011;"Male";"A";"Medium";"Unemployed";23;12;-10;7;15920;1;"L130";"L";78.33993486
"27702";200363889;2011;"Female";"E";"Medium";"Retired";71;11;-40;4;22725;0;"Q47";"Q";208.6667182
"27703";200363890;2011;"Female";"D";"Medium";"Self-employed";34;14;-50;0;17935;0;"L95";"L";68.37942919
"27704";200363891;2011;"Male";"D";"Small";"Housewife";34;1;50;3;12970;1;"Q21";"Q";201.3918071
"27705";200363892;2011;"Female";"D";"Medium";"Employed";44;10;-40;0;6055;1;"L41";"L";70.87357842
"27706";200363893;2011;"Male";"D";"Medium";"Housewife";35;9;-20;1;6955;1;"Q21";"Q";201.3918071
"27707";200363894;2011;"Female";"A";"Large";"Employed";21;13;-20;11;9250;0;"Q9";"Q";139.637282
"27708";200363896;2011;"Male";"A";"Large";"Employed";26;15;40;5;17795;1;"R28";"R";256.6405915
"27709";200363897;2011;"Male";"D";"Medium";"Self-employed";40;10;-50;9;18705;1;"R8";"R";253.6198858
"27710";200363899;2011;"Male";"C";"Large";"Self-employed";41;9;-20;7;49690;1;"P23";"P";27.92054451
"27711";200363900;2011;"Female";"A";"Small";"Unemployed";22;14;0;8;5885;0;"R1";"R";222.711392
"27712";200363901;2011;"Female";"A";"Small";"Employed";42;14;-30;8;12570;0;"M7";"M";178.2443114
"27713";200363902;2011;"Male";"A";"Medium";"Self-employed";40;10;120;2;24550;1;"Q30";"Q";222.2151274
"27714";200363905;2011;"Female";"A";"Medium";"Employed";45;9;-50;0;3025;1;"Q30";"Q";222.2151274
"27715";200363906;2011;"Female";"B";"Large";"Retired";52;8;-20;15;24520;1;"M1";"M";107.8170529
"27716";200363907;2011;"Female";"E";"Large";"Employed";27;11;-20;0;9665;1;"T9";"T";31.09742125
"27717";200363909;2011;"Female";"A";"Large";"Self-employed";74;20;-50;14;16770;1;"L47";"L";66.76541883
"27718";200363911;2011;"Female";"D";"Large";"Housewife";62;4;-50;13;9230;1;"Q43";"Q";182.367931
"27719";200363912;2011;"Male";"A";"Large";"Retired";61;19;-30;15;23450;1;"N4";"N";109.6318854
"27720";200363913;2011;"Male";"B";"Small";"Employed";29;5;100;2;23035;0;"L104";"L";50.1264516
"27721";200363915;2011;"Male";"A";"Small";"Employed";18;3;0;0;6580;0;"R29";"R";291.3194903
"27722";200363916;2011;"Male";"D";"Large";"Employed";42;9;-40;15;36985;1;"L75";"L";79.1594481
"27723";200363917;2011;"Male";"C";"Large";"Self-employed";35;16;-50;0;28995;1;"R14";"R";275.0923407
"27724";200363920;2011;"Male";"D";"Medium";"Self-employed";47;10;-20;5;25845;1;"L23";"L";63.15287215
"27725";200363922;2011;"Female";"C";"Medium";"Employed";23;11;-30;9;7945;1;"L23";"L";63.15287215
"27726";200363923;2011;"Male";"A";"Medium";"Unemployed";58;14;-30;4;21735;1;"N4";"N";109.6318854
"27727";200363924;2011;"Male";"C";"Small";"Unemployed";42;3;-50;5;17730;1;"R32";"R";232.9029787
"27728";200363926;2011;"Male";"A";"Small";"Employed";18;6;0;2;3880;1;"P20";"P";43.84379769
"27729";200363927;2011;"Male";"D";"Medium";"Employed";47;6;-50;13;4015;1;"L14";"L";71.78834285
"27730";200363928;2011;"Male";"E";"Medium";"Self-employed";28;5;-10;5;26915;0;"R35";"R";223.3085718
"27731";200363929;2011;"Male";"C";"Large";"Employed";39;16;-50;2;19850;0;"P28";"P";41.2451199
"27732";200363930;2011;"Female";"D";"Small";"Housewife";39;9;-50;10;24700;0;"L92";"L";73.85052034
"27733";200363933;2011;"Male";"B";"Small";"Employed";42;2;-50;14;13375;0;"P23";"P";27.92054451
"27734";200363934;2011;"Female";"E";"Small";"Housewife";45;12;-30;0;20480;0;"Q41";"Q";213.2556548
